T-R Separation Distance (m),Time Delay (ns),Received Power (dBm), Phase (rad),Azimuth AoD (degree),Elevation AoD (degree),Azimuth AoA (degree),Elevation AoA (degree),Path Loss (dB),RMS Delay Spread (ns),Classes
35.1,785,-160,0.4,267,-16.8,47.7,16,125.6,3.1,0
35.1,789,-160,4.1,274,-21.6,29.8,32,141.5,18.8,0
35.1,794,-160,2.8,258,-20.7,24.8,13,139.4,16.1,0
35.1,799,-160,4.8,268,-19.3,110,23,141.5,18.8,0
35.1,804,-160,5.2,289,-25.4,103.5,22,141.5,18.8,0
35.1,809,-160,3.5,278,-24.2,35.5,-2,129.9,18.5,0
35.1,814,-160,3.6,276,-23.5,41.9,12,126.6,4.1,0
35.1,820,-160,5.3,277,-20.2,29.8,7,139.4,19.5,0
35.1,825,-160,1,279,-17.3,82,15,141.5,18.8,0
35.1,831,-160,3.4,279,-23.3,101.9,27,141.5,18.9,0
35.1,836,-160,0.9,283,-23.1,46.9,-10,140,18.2,0
35.1,842,-160,1.2,283,-21.7,112.5,27,141.5,18.9,0
35.1,848,-160,3.8,278,-21.8,101.8,21,141.5,18.9,0
34.9,126,-60.2,0.1,3,-13,4.4,3,87.2,0.6,1
34.9,127,-58.5,0,4,-11.5,2.2,6,86.9,0.5,1
34.9,128,-65.2,5.9,24,-8.2,203.9,27,95.2,0.4,1
34.9,131,-74.6,2.2,360,-11.3,44.2,15,104.6,0.5,1
34.9,134,-68.9,3.1,318,-19.8,41.1,2,98.8,5.5,1
34.9,140,-71,5,352,-14,11.6,2,100.9,16,1
34.9,149,-71.2,4.6,340,-18.4,153.8,25,101.2,1.4,1
34.9,150,-67.5,3.8,3,-14.4,243.3,4,97.4,2.4,1
34.9,150,-66,5.9,308,-15.3,240.5,24,96,0.5,1
34.9,156,-73.4,5.1,349,-16.1,247.6,0,103.4,2.1,1
34.9,156,-72.9,4.3,309,-21.5,16.1,6,102.9,1.3,1
34.9,164,-75.2,5.3,344,-11.8,246.9,-17,105.2,2,1
34.9,164,-76.7,2.6,346,-11.9,239.7,6,106.4,3.4,1
34.9,166,-78.8,5.7,10,-12.8,192,13,108.5,8.7,1
34.9,173,-74.7,4.3,329,-14.8,163.1,27,104.7,2.6,1
34.9,177,-75.2,2.2,325,-16.9,21.9,-2,105,15.1,1
34.9,181,-81.7,3.6,340,-15.9,139.6,11,111.6,4.3,1
34.9,189,-81.1,3,328,-12.9,146.6,12,111,3.5,1
34.9,189,-78.2,1.2,301,-15,268.4,21,108.2,5.4,1
34.9,189,-87.5,0.3,336,-11.7,147.5,34,116.3,17.4,1
34.9,191,-76.3,0.5,9,-13.2,198.7,27,106.1,14.1,1
34.9,242,-78.4,5,344,-12.3,8.9,0,105.8,51.2,1
34.9,244,-82.7,4.9,322,-17.6,255.8,-19,112.6,13.5,1
34.9,248,-80,2.5,317,-13.9,143.8,-18,110,9.6,1
34.9,255,-81.5,4.3,333,-18.7,24.5,-1,109.3,38.1,1
34.9,263,-88.1,5.1,332,-12.5,39.4,0,116.6,31,1
34.9,267,-88.5,5.5,310,-18.5,264.9,19,116.4,44.3,1
34.9,267,-81.1,2.7,350,-15.5,241.8,55,111.1,15.8,1
34.9,267,-80,0.1,325,-14.5,33.2,4,108.8,54.8,1
34.9,269,-86.2,3,311,-16.4,256.4,6,115.8,35.8,1
34.9,270,-83.6,4.3,333,-19.2,258.6,44,113.5,11.5,1
34.9,450,-128.2,1.2,278,-19.4,95.5,20,144.1,67,0
34.9,453,-130.2,1.3,282,-23.6,26.2,3,136.5,49.6,0
34.9,456,-131.6,5.4,291,-18,81.7,-1,143.2,46.4,0
34.9,460,-128.7,4.4,279,-18.4,81.8,20,144.1,62.9,0
34.9,465,-119.5,4.6,271,-19.9,34.6,20,142,129.4,0
34.9,469,-135.4,5.4,272,-22.4,95.6,24,144.2,46.6,0
34.9,474,-133,1.4,269,-20.4,17.2,26,144.2,44,0
34.9,479,-131.3,0.9,273,-19.6,36.8,22,142.1,111.2,0
34.9,484,-138.4,4.1,284,-20.5,94.7,22,144.2,44.8,0
34.9,489,-134.6,1.9,284,-21.7,49.1,28,144,38.5,0
34.9,494,-135.9,1.2,269,-17.8,94.6,15,144.2,39.6,0
34.9,499,-136,2.5,269,-23.4,88.6,20,144.2,39.8,0
34.9,505,-136.2,3,279,-20,33.8,12,140.9,59.1,0
34.9,510,-144.2,1.9,288,-23.2,57.3,27,144.2,25.8,0
34.9,516,-145.4,5.2,274,-22.7,117.4,47,144.3,23.7,0
34.9,521,-139.6,2.4,278,-22.7,109.9,27,144.2,29.6,0
34.9,527,-139.7,3.7,283,-20.8,93.4,15,144.2,39.8,0
34.9,532,-144.2,5.4,279,-25,39.3,1,129.2,24.6,0
34.9,538,-154.8,5.6,280,-22.1,30.8,17,143.9,49.9,0
34.9,544,-135.7,1.9,292,-21.5,36.3,20,141.2,32.5,0
34.9,550,-152.6,2.4,278,-19.3,17.2,11,134.6,12.8,0
34.9,556,-155.4,2.4,279,-20.2,103.4,-1,144.3,21.3,0
34.9,562,-143.7,4.5,283,-19.1,27.8,13,143.5,49.3,0
34.9,568,-154.2,4.2,267,-19,91.6,2,144.3,21.6,0
34.9,574,-154.3,5.3,271,-22.9,83.9,17,144.2,34.4,0
34.9,580,-160,5.1,296,-24.2,18.4,-4,132.5,24.4,0
34.9,586,-152.9,2.9,287,-24.9,38.9,10,135.1,28.5,0
34.9,593,-160,3.4,285,-26.3,41.5,13,134.8,11.6,0
34.9,599,-160,3.1,263,-22.4,80.8,9,144.3,20.8,0
34.9,769,-160,2.1,282,-17,31.4,17,143.9,36,0
34.9,772,-160,4.4,274,-24.7,50.5,7,139.6,13.1,0
34.9,776,-160,0.8,291,-17.5,101.8,34,143.5,27.4,0
34.9,780,-160,0.6,281,-18.7,111.4,23,144.3,24.3,0
34.9,785,-160,0.4,267,-16.8,47.7,16,135.6,8.7,0
34.9,789,-160,4.1,274,-21.6,29.8,32,144.2,25.5,0
34.9,794,-160,2.8,258,-20.7,24.8,13,142.4,29.4,0
34.9,799,-160,4.8,268,-19.3,110,23,144.3,21.9,0
34.9,804,-160,5.2,289,-25.4,103.5,22,144.3,21.6,0
34.9,809,-160,3.5,278,-24.2,35.5,-2,133.4,40.7,0
34.9,814,-160,3.6,276,-23.5,41.9,12,134.5,14.4,0
34.9,820,-160,5.3,277,-20.2,29.8,7,139.3,66,0
34.9,825,-160,1,279,-17.3,82,15,144.2,46.2,0
34.9,831,-160,3.4,279,-23.3,101.9,27,144.2,28.6,0
34.9,836,-160,0.9,283,-23.1,46.9,-10,143.3,20.7,0
